AGID,mock 3h (F1),mock 3h (F1),CHX 3h (F1),CHX 3h (F1),MG132 3h (F1),MG132 3h (F1),mock 12h (F2),mock 12h (F2),PNO8 1uM3h (F1),PNO8 1uM3h (F1),PNO8 1uM12h (F2),PNO8 1uM12h (F2),mockBrz 3h (G),mockBrz 3h (G),PNO8 10uM3h (G),PNO8 10uM3h (G),Ibup 3h (F1),Ibup 3h (F1),B9 3h (F1),B9 3h (F1),Sal 3h (F1),Sal 3h (F1),mock 3h (F1),mock 3h (F1),mock 12h (F2),mock 12h (F2),Brz220 10uM3h (F1),Brz220 10uM3h (F1),Brz220 10uM12h (F2),Brz220 10uM12h (F2),Brz91 3h (F1),Brz91 3h (F1),Brz91 12h (F2),Brz91 12h (F2),mockBrz 3h (G),mockBrz 3h (G),Brz220 3uM3h (G),Brz220 3uM3h (G),mock 3h (F1),mock 3h (F1),AgNO3 3h (F1),AgNO3 3h (F1),AVG 3h (F1),AVG 3h (F1),mock 3h (F1),mock 3h (F1),mock 12h (F2),mock 12h (F2),PPI 3h (F1),PPI 3h (F1),PPI 12h (F2),PPI 12h (F2),Unic 3h (F1),Unic 3h (F1),Unic 12h (F2),Unic 12h (F2),Pac 3h (F1),Pac 3h (F1),Pac 12h (F2),Pac 12h (F2),PX 3h (F1),PX 3h (F1),PX 12h (F2),PX 12h (F2),Cont (C1),Cont (C1),Cont (C1),Zeatin20uM (C1),Zeatin20uM (C1),Zeatin20uM (C1),ARR22-ox (C2),ARR22-ox (C2),ARR22-ox (C2),ARR22-ox+Zeatin20uM (C2),ARR22-ox+Zeatin20uM (C2),ARR22-ox+Zeatin20uM (C2),mock 3h (F1),mock 3h (F1),246T 3h (F1),246T 3h (F1),PCIB 3h (F1),PCIB 3h (F1),TIBA 3h (F1),TIBA 3h (F1),NPA 3h (F1),NPA 3h (F1),mock 30m (A1),mock 30m (A1),IAA 30m (A1),IAA 30m (A1),Zeatin 30m (A1),Zeatin 30m (A1),GA 30m (A1),GA 30m (A1),ABA 30m (A1),ABA 30m (A1),MJ 30m (A1),MJ 30m (A1),ACC 30m (A1),ACC 30m (A1),BL 30m (A1),BL 30m (A1),mock 1h (A2),mock 1h (A2),IAA 1h (A2),IAA 1h (A2),Zeatin 1h (A2),Zeatin 1h (A2),GA 1h (A2),GA 1h (A2),ABA 1h (A2),ABA 1h (A2),MJ 1h (A2),MJ 1h (A2),ACC 1h (A2),ACC 1h (A2),BL 1h (A2),BL 1h (A2),mock 3h (A3),mock 3h (A3),IAA 3h (A3),IAA 3h (A3),Zeatin 3h (A3),Zeatin 3h (A3),GA 3h (A3),GA 3h (A3),ABA 3h (A3),ABA 3h (A3),MJ 3h (A3),MJ 3h (A3),ACC 3h (A3),ACC 3h (A3),BL 3h (A3),BL 3h (A3),ga1mock 30m (A4),ga1mock 30m (A4),ga1+GA 30m (A4),ga1+GA 30m (A4),ga1mock 1h (A5),ga1mock 1h (A5),ga1+GA 1h (A5),ga1+GA 1h (A5),ga1mock 3h (A6),ga1mock 3h (A6),ga1+GA 3h (A6),ga1+GA 3h (A6),det2mock 30m (A7),det2mock 30m (A7),det2+BL 30m (A7),det2+BL 30m (A7),det2mock 1h (A8),det2mock 1h (A8),det2+BL 1h (A8),det2+BL 1h (A8),det2mock 3h (A9),det2mock 3h (A9),det2+BL 3h (A9),det2+BL 3h (A9),mock 3h (B),mock 3h (B),CN 3h (B),CN 3h (B),6DCT 3h (B),6DCT 3h (B),CT 3h (B),CT 3h (B),6DTE 3h (B),6DTE 3h (B),TE 3h (B),TE 3h (B),6D3DT 3h (B),6D3DT 3h (B),3DT 3h (B),3DT 3h (B),6DTY 3h (B),6DTY 3h (B),TY 3h (B),TY 3h (B),6DCS 3h (B),6DCS 3h (B),CS 3h (B),CS 3h (B),BL 3h (B),BL 3h (B)
AT1G47870,570.8,354.2,673.9,393.8,659.6,421.8,307.6,541.4,492.4,453.2,314.7,445.1,767.9,676.9,447.9,853.3,499,363.6,476.5,364.6,783.4,581.6,570.8,354.2,307.6,541.4,575.9,382.5,333.3,374.1,590,314.5,332.1,526,767.9,676.9,705.2,781.5,570.8,354.2,465.2,426.2,569.6,281.8,570.8,354.2,307.6,541.4,606.4,441,330.3,525.5,629.8,347.9,341.2,411.3,560.9,249.1,384.6,531.1,544.1,209,398.3,503.5,59.6,76.6,158.3,141.8,153.2,143.5,97.4,182.9,147.6,160.6,141.2,135.6,570.8,354.2,746.6,553.1,666.1,417.3,600.7,386.2,504.4,474.1,707.6,388.9,507.3,332.8,512.8,281.5,744.1,488.5,484,502.2,568.5,339.7,526,406.4,581.7,362.5,465.4,296.4,861.7,531.1,633.2,459.7,765.6,414.9,547.9,446.5,673.2,339.7,651.3,479.4,438.9,426.8,513,416.9,608.1,576.8,456,553.3,426.3,408.2,434.3,476.9,431.3,381.9,489,431.7,499.9,392.2,1975.2,1173.3,950.3,1046.8,739.7,1904.1,916.4,1557.7,1309.6,1492.7,1383.8,1000.9,1310.3,1524.4,1339.2,1291.9,1012.3,1080.9,990.9,869.7,1236.7,1461.9,1457.2,989.8,542.4,891.8,586,1064.7,669.7,1106.4,508,852.8,961.7,797.7,667.5,789.4,837.3,785.9,421.4,834,498.2,900.1,670,989.9,596.9,822,489.2,918,515,758.2
AT1G54830,1002.7,476.5,543.7,191.9,743.9,451,695.2,678.9,729.2,497.7,675.5,743.5,961.1,694.7,643.4,523.3,691,792.9,975.3,588.2,1043.9,641.7,1002.7,476.5,695.2,678.9,907.3,844.9,389.5,1177.9,816.3,613.1,492.6,772.2,961.1,694.7,958.1,789.9,1002.7,476.5,752.7,449.9,1122.7,728.9,1002.7,476.5,695.2,678.9,730.2,562,912.3,686.9,703.7,610.7,702.6,641.7,856.5,911.8,513.6,717,836.9,724.5,577.5,680.4,139.2,223.8,276.5,228.6,266.1,283.6,229.4,334.8,464.6,254.6,232.9,152.7,1002.7,476.5,596.7,588.2,1008.6,633.6,799.2,775.4,1107.5,466.9,900.8,460.6,818.7,704.9,673.8,529.9,526.1,546.1,744.7,697.6,529.6,365.9,650.3,551.6,546.5,410.7,793.2,631.4,789.5,600.1,855.9,567.5,816.4,492.9,985,732.9,577.1,496.8,778.8,613.8,637.1,530.1,869.2,425.6,1064.1,647.8,681.2,669.6,836.8,515.1,1943.7,1524.4,468.3,649.4,684.7,768,542.8,669.2,2693,2250.7,2077,1898,1431.6,1688,1188.9,1382.3,2521.9,2221.7,2254.4,1926.9,1403.9,707.8,1260.2,1062.3,1418.2,1114.5,1315.9,1195.5,1236.8,517.5,1361.2,788.9,1390.6,1195.3,967.3,1595.9,1153.5,1360.6,717.8,1075.1,751.5,839.9,705.9,979.1,1002.5,1292.7,735.9,917.3,783,1004.8,782.2,794.8,764.1,1329,867.1,906.6,899.7,871.9
AT1G61730,4354.8,3899.4,3107.9,2618,4878.4,3851.5,4042.3,4734,4574.9,2982.4,3023.8,4085.2,4214.2,3666.8,3650.7,3396.5,4699.7,2848.6,4518.6,2977.8,5085.3,3954.2,4354.8,3899.4,4042.3,4734,4819.5,3468.5,2628.9,4068.8,3767,2958.7,2683.8,3656.6,4214.2,3666.8,4045,3462.9,4354.8,3899.4,4062.8,3280.6,4369.1,3176.8,4354.8,3899.4,4042.3,4734,4474.1,3002,2812.9,3100.9,3932.4,2916.2,2348.3,3119.1,3809.5,3256.4,3072.1,4423.5,3647,2842.1,2813.2,3777.8,515.8,680,1410.7,1507.8,1511.5,1668.3,898.4,1039.6,2042.9,1271.7,1222.4,1037.2,4354.8,3899.4,5552.5,4116.2,4624.4,3117.5,4292.3,3686.3,4732.4,3722.8,4145.9,3195.3,3344.3,2842.8,4122.8,2824.1,3818.3,3138.5,3998.4,2695.5,3935.3,2905.6,4667.5,3657.6,4216.5,3622.8,3722.5,2934,3939.1,2711.5,4177.5,3483,3643.9,2982.1,3557.2,3190,3931.2,3359.9,4299.5,3213.4,3494,3906.5,3361.8,2753.9,3320.9,3665.2,3456.5,4237.8,3464,3369.9,2468.6,1094.8,3276.4,2445.1,3786.6,3200.9,3991.3,3659.3,3329.6,2498.8,3054.7,2697,2710,4819.6,2867.9,6083.7,2326.1,2398.7,2321.3,3594.3,2578.9,3183.3,2417.4,3255.9,1473.8,1633.3,1526.2,1768.9,1913,2661.6,2427.6,2964.8,1361.3,1305.3,1375.5,1140.4,2244.2,1394.8,1851.8,1467.3,1109.2,1687.9,1220.5,1842.3,1568.7,2095.5,1325.1,1390.6,1491.7,1201.2,1432.4,1300.3,2028.5,1418.8,1519.3,1771.5,1171,1882.5
AT1G68920,650.5,687.9,581.6,678.3,919,784.8,366,980.4,673.1,385.5,447.5,591.4,821,814,631.7,776.1,604.4,537.6,788.3,486.5,533.6,553.8,650.5,687.9,366,980.4,914.2,576.2,438.8,711.1,649.9,391.7,463,547.7,821,814,747.6,694.6,650.5,687.9,703.3,443.5,1024.6,347.3,650.5,687.9,366,980.4,647.2,371.6,388.8,648,798.9,438,624.2,895.3,549.6,585.5,536.2,784.4,815.4,670.2,507,579.5,85.6,123.2,268,130.7,139.1,126,120.1,196.7,247.9,171.3,148.2,127,650.5,687.9,556.5,749.3,551.7,631.1,710.7,639,730.7,747.2,383.1,394.6,515.7,329.4,544.2,200.7,602.1,336.7,624.8,399.7,535,372.9,645.8,552.1,493.7,403,553,334.7,412.4,393.4,446.3,413,517.9,413.8,481.8,296,551,372.5,710.6,469.4,669.8,385.5,549.1,392.9,403,386.9,368.2,408.3,409.7,484.2,451.4,264.1,576.6,352.7,479.4,357.2,710,238.4,1686.7,1158.2,1501.5,1491,1257.4,2396.7,1280.1,1840.1,1544.5,1124.2,1392.3,1038.1,1565.5,1294,1018.5,1072.8,616.7,678.6,636.2,1004.2,738.5,1038.3,799.2,822.3,916.6,658.9,896.8,793.7,983.7,731.7,1104.3,809.9,824.4,696,767,846.8,913.8,869.4,856.2,576.8,1117,686.8,868,924.6,1149,980.3,909,1140.7,769.2,1031.3
AT1G69310,816.4,703.5,694.6,665,895.2,673.5,695.5,806.2,910.3,792.9,579.9,768.9,988,817.6,966.1,861.4,1086.2,1026.5,1059.2,912.3,773.9,778.5,816.4,703.5,695.5,806.2,977.6,703.7,606.6,790.9,1074.6,730.9,727.8,825.5,988,817.6,916.8,774,816.4,703.5,769.4,448.3,1043,671.7,816.4,703.5,695.5,806.2,926.1,598.2,635,843.2,884.6,496.5,775.8,672.7,894.2,496.9,791.1,939.9,960.2,871.7,681.9,989.9,92.7,126,223.8,172.5,159.1,143.6,147.6,185.1,254.3,287.9,220.7,176,816.4,703.5,766.2,988.5,972.8,1064.7,889.3,824.9,947.4,533.3,667.6,395.4,671.8,488.4,795.5,563.7,734.9,435.2,632,455.3,741.7,384.1,906.2,519.9,868.1,523.4,604.3,406,617.9,329.3,580.2,673,682.5,466.5,795.8,486.3,810.1,628.6,723.2,457.6,764.1,550.8,589.5,525.9,619.2,388.6,741.1,465.1,635.1,479.1,1738.6,1402.6,680.8,432.4,750.3,494.9,770,341.9,1486.3,1082.5,1226.7,1170.3,1200.8,1953.5,1193.8,2098.3,1350.7,1250.5,1566.2,1451.9,1325,1319.5,1021.4,1421.8,848.9,765.3,692.2,803.6,1038.5,1331.4,1168.5,1158.5,753.5,749.3,740.4,1082.9,831.5,974.1,1096.3,797.9,683.7,922.7,944.6,1001,611.1,971.5,573.9,915.4,814.3,927.6,800.6,763.1,824.9,872.3,472.6,621.3,590.6,1148.6
AT1G78600,1274.2,1032,2465.4,1575.2,1077.7,1141.8,896.7,1394.4,1911.5,1481.7,845.2,1664.8,1378.8,1472.9,1623.4,1415.9,1572.1,994.5,1331.9,1009,1214.9,1260.2,1274.2,1032,896.7,1394.4,1314.1,1258.2,983.6,1796.9,1590.5,1129.2,1470,1466.3,1378.8,1472.9,1550,1611.8,1274.2,1032,952.5,563.1,1272.6,1088,1274.2,1032,896.7,1394.4,1318.3,1678.2,1405.1,1974.3,1342.5,822.8,1458.8,1585,1418.6,1184.6,953.3,1666.1,886.7,1008,1042.4,1658.8,171.5,282.3,675.3,255.9,240.7,244,154.2,193.7,263.3,184.3,214.9,171.3,1274.2,1032,1804,1230,1563.7,1130.2,1841.8,1744.7,929,1054.9,793.3,830.5,861.7,900.8,1681.9,1296.6,967.2,601.8,1082.9,771.3,778.3,541.5,1009.5,753.1,772.1,803,724.7,852.2,663.9,834.2,963.6,862.4,1047.7,660.6,1028.8,943.7,531.7,611.4,1160.8,836.2,961,803,900,839.4,1085.5,1216.8,1339.7,924.6,961.7,787.2,1944,2379,642.6,743.2,995.2,1288.2,877,1039.8,1433.8,2261.8,2023.8,2315.9,1711.2,3092.7,1467.4,3306.8,2277.7,2271.5,2855.3,2218.6,1559.4,1526,1444,1602.9,1197.7,1038.3,877.1,1197.1,980.6,1571.5,1401.7,1239.5,1278.8,1463.6,1178.1,1242.8,1345.1,1120.9,1392,1247.7,1427.4,1241.2,1962.7,1476.1,1572.4,1531.1,1543.7,1548.6,1508.9,1479,2118.3,1666.2,1892.4,1548.8,1960.5,1665.3,1499.4,2152.9
AT2G13960,154.7,39.3,157.5,95.5,50.5,42.4,57.7,91.2,115.8,108.8,6.7,142.1,214.9,27.5,167,254.7,78.6,73.7,111.6,63.1,106.3,11.7,154.7,39.3,57.7,91.2,61.3,138.9,70.8,107.8,106.4,153.7,50,45.3,214.9,27.5,146.2,147.9,154.7,39.3,89.6,59,73.1,117,154.7,39.3,57.7,91.2,71.6,12.6,80,184.5,116,63.7,96.1,13.1,97.8,77.4,13.4,135.3,124.8,116.2,7.3,60,20.6,22.2,48.2,25.2,29.1,24.4,14.5,10.9,30.9,31.2,20.6,17,154.7,39.3,125.3,71.2,140.2,60,95.2,120.3,118.2,52.6,126.3,14.3,109.5,29.5,23.6,24.8,166.5,177.8,7.8,97.5,241.2,137.2,247.5,14.3,169.4,25.9,184.9,116.7,80.7,110.6,117.3,176.3,23.7,116.9,35.9,58,268.3,117.9,278.3,125.9,264,69.1,78.5,18.6,133.7,24.1,88.1,149.5,27.9,26.4,198.3,19.6,38.7,69.8,32.9,22.8,29.5,12.8,306.1,36,338.8,326.5,27.4,119.3,259.1,176.1,49.5,53.3,306.1,280.1,250,372.5,338.3,157.1,39.5,34.8,104.8,346.9,129.5,443.8,64.6,178.1,132.5,167.4,104.9,109.9,258.6,149.3,163.5,157.4,78.6,234.1,194.5,102.4,235.3,228.2,114.5,169.8,110.8,204.5,133.4,182.6,251.4,177,139.7,299.3,136.3,252.7
AT2G21230,1020.5,711,1741.6,1098.7,959.5,503.5,518.1,763.8,1122,495.4,631,921.4,895.7,1087,1094.5,857.2,729.6,753.8,1002.3,638.8,1426.9,853.1,1020.5,711,518.1,763.8,885.4,734.9,851.8,1100.6,862,777.5,567.6,1132,895.7,1087,1065.2,1074.7,1020.5,711,885.6,771.6,1237,726.8,1020.5,711,518.1,763.8,1183.7,701,934,908.3,1036.5,932.9,746.7,1283.9,921.2,707.3,643.4,821.1,978.2,556.7,586.7,837.8,147.6,207.5,422.4,196.9,191.5,189.9,194.4,242.8,280.8,247.8,235.8,187.6,1020.5,711,1316.8,498.3,1016.6,790.1,1011,673.6,1240,674.1,907.8,560,935.1,593.6,844.4,656.6,739,567.8,835.2,482.4,654.3,542.9,898.7,541,735.6,524,723.8,592.7,764.8,665.9,1055.7,616,578.5,580.4,552.2,579.6,756.6,520.2,800,702.2,767.5,465.8,628.3,670,887,589.8,834.9,430.5,586.7,621.9,556.1,473.2,686.7,517.3,838.5,577.1,786.6,410,3116.1,1680,2673.4,1855,1431.4,1717.6,1256.1,2157.5,2035,1844.7,2024.7,1998.5,1386.7,1785.6,1718.2,984.3,1424.8,1173.6,1587.8,1207.6,1634.5,1565.8,1199.2,1418.2,1760.3,1631.8,1683.3,1775.4,1720.1,1705.6,1261,1956.8,1822.7,1451.2,1726.1,1264.8,2476.3,1338.6,2333.2,1660.6,1982.1,2288,1975.7,1660.4,1241.3,1449.4,1424.8,1862,1551,1318.1
AT2G22430,4037.4,2135.4,2797,2702.9,2761.3,2347.2,2350.5,2262.9,3559.6,2610.8,2997.8,4398.1,5200.5,4755.5,5440.8,4503.3,2678.5,2096.6,3771.7,2629.6,4108.9,2217.9,4037.4,2135.4,2350.5,2262.9,3838.9,2618.7,2651.7,3143.7,3944.6,2711.5,3530,3450.7,5200.5,4755.5,5585.3,5044.8,4037.4,2135.4,5526,4329.1,5073.5,3529.1,4037.4,2135.4,2350.5,2262.9,3482.1,2600.2,2510.6,3170,3849.9,1575.4,3732,3489.6,4202.2,2766.4,2091.4,3473.8,3798.9,2779.4,2504.7,3341.4,816.8,1054.6,2303.3,1022.3,1010.3,901,1062.6,1524.7,2505.2,1843,1805.3,1502.1,4037.4,2135.4,3271.1,2853.8,3047.1,2326.8,3482.8,2052.4,2752.2,3165,2284.9,2524,2319.8,2316.9,1705.1,1973.7,2975.6,2468.7,5678.6,4913.6,2231.5,2684.8,2288.3,3024.7,2174.1,2869.9,2762.4,2719.7,2551.5,2592.9,2434.8,2169.5,2663,3670,8758.2,7382.7,3638.8,3369.7,2155,2040.5,3045.4,3181.5,2550.3,2924.2,2757.2,2209.8,2257.9,2232.4,3066.2,3094.9,5942.3,6202.2,4879,3996.6,2718.2,2088.7,2881.8,2327.7,5447.3,3870.2,5178.1,4019,3567.5,7489.5,4870,7133.1,4862.6,4499.3,5380.6,5024.5,5788.3,4253.9,4707.5,4174.5,3689.8,3084.3,4564.9,4063.1,5652.3,4354,6683.3,5415.2,4720.5,3941.5,5897.4,4694.9,4843.6,6200.7,5466.9,5570.2,4418.4,5279,5863.3,7203.9,5965.3,7195.8,5490.5,5541,6150.7,5733.5,6837.4,5584.9,7191.2,4530.1,6112.5,6411.6,5002.5,6972.3
AT2G24570,815.5,1131.3,9721.3,9552.8,758.9,613.7,631.7,987.6,904.2,826.2,565.6,795.8,751.4,719.3,676.9,542.6,778.9,1122.6,1163.5,909.7,1027.6,1034.6,815.5,1131.3,631.7,987.6,983.5,976.9,679.4,1063.8,620.1,970,739.1,1042.3,751.4,719.3,767.7,623.3,815.5,1131.3,1212.8,1323,1043.2,1249.8,815.5,1131.3,631.7,987.6,931.7,1160,807.4,1139.7,1051.9,992.4,694.3,1175.3,1033.5,1077.1,766.4,1170.2,1042.5,1047.5,782.9,1154.8,83.7,124.5,266.9,146.1,174.1,180.5,143.1,176,240.7,143.5,156.5,159.4,815.5,1131.3,882.2,996.7,793.4,1053,601.6,417.4,621.4,995.3,681.7,445.1,687.2,477.6,1043.4,549.2,693.2,428.7,769.2,450.6,736.7,518.8,741.3,562.7,656.2,413.5,775.8,496.1,694.6,341.4,820.5,527.7,737.9,485.3,493.3,525.7,1073.4,626.7,821,495,640.5,379.8,656.5,431.1,768.3,446.6,916.4,519.7,700,498.4,538.4,437.5,895.3,600.9,620.6,477.3,518.3,504.5,3350.5,2564.2,1359.5,2462.3,2323.5,3512,1450.5,3257.5,2398.7,2412.5,1971.5,2648.3,1142.9,1447.6,1608.6,1313.3,1092.9,1050.3,847.4,874,1213.4,1368.6,1046.9,1219,1283.8,1415.3,1722.4,1271.7,1306,1210.7,1159.1,1191.1,1269.9,1378.1,1157.3,1164.9,1036.9,1091.1,1095.4,1238.5,1112.6,1085.3,1153,1194.1,1297.8,1257.4,874.9,1034.1,1003.5,1082.1
AT2G28810,887.6,773.6,711,729.2,1056.2,823.4,641.5,954.6,1166.1,856.4,892.7,1176,939.2,933.8,841.2,708.5,1131.1,911,1200.6,734.8,1085.1,872.4,887.6,773.6,641.5,954.6,1220.3,632.6,772.2,1019.9,1164.8,860.3,815.6,797.8,939.2,933.8,933.6,932.5,887.6,773.6,1055.3,771.5,1195.9,687.6,887.6,773.6,641.5,954.6,1051.4,881.7,746.4,777.2,1059.9,650.5,1068.7,955.2,1053.7,702,704.4,1131.5,973.8,812,819.5,971.7,109.8,130.2,276.4,148.9,169.5,194.7,126.6,191.5,356.9,154.2,154.8,121.9,887.6,773.6,1120.6,853.9,1081.6,880.5,1099.2,718.3,970.2,749.4,680.5,614.3,646.1,586,786.5,529.5,597.7,485.6,775.9,394.6,717,503.1,843.5,552.8,916.8,592.5,707.8,563.9,497.9,587.8,1048.3,473.4,799.5,479.1,594.3,449.9,563,358.9,876.2,605.4,817.8,599.5,675.7,592.7,585.7,528.6,725.7,539.7,684.6,487,797.4,598.9,645.2,404.6,909.8,546.2,604.8,521.8,1545.1,1241.9,1085.1,953.4,1106.9,1579.5,876.7,1653.3,1238.8,1116.7,1160,1130.3,1497.7,1365.7,1751.8,1449.6,840.3,1138.1,940.5,957.3,1476.9,1365.7,1772.3,1711.3,1126.1,1076.5,1416.4,1231.6,1428.8,1506.4,1015.2,1448.3,1362.1,1325.9,1451.9,1690.8,1081.7,1186.9,1181.7,1524.3,1171.4,1372.6,1233.4,1445.5,1516.7,1179.3,1343.1,1728.8,1007.2,1620.6
AT2G40950,1050.4,1287,939.3,1722.4,1670.5,1171.1,742.3,1405.6,1178.7,1215,781,1287.6,1132.2,1067.7,927,1321.5,1227.5,1500.8,1338.1,1532.7,1792.1,1674.5,1050.4,1287,742.3,1405.6,1487.1,1076.9,958.1,1278.8,1567.3,1141.2,921.6,1612.5,1132.2,1067.7,1154.3,1332.1,1050.4,1287,1434.6,1518.3,1442.9,933.8,1050.4,1287,742.3,1405.6,1209.4,883.4,1081.3,1909.8,1589,836.7,872.1,1851.5,1072.5,1105.8,993.3,1281.1,1339.5,1313.3,1182.9,1431.7,129.4,163.1,319.8,224.3,259.7,281.3,178.4,244.6,565.5,339.8,220.9,213.8,1050.4,1287,1278.5,1082,1459.3,1144.3,1152.4,1553.1,1317.8,1264.8,1233.1,1012.8,852.8,685.8,973.1,833,1380.1,647.4,1099,658.4,1174.7,682.8,1447.3,867.1,1079.4,834.5,773.1,725.4,1062.8,766,804.7,571,1273.2,737.5,1044.1,768.6,1000.2,911.1,1199.1,636.6,1331.3,1026.2,752.4,782.2,1127.6,937.4,827.4,829.3,1112.3,1073.7,747,496.9,966.7,716.1,985.2,902.1,1181.5,644.4,3656.1,2038.7,2587.9,2252.3,1857.7,3562.9,1913,4001,2440.5,2087.2,1993.7,1843.4,2267,2460.2,2200,2468.3,1862.2,2154.1,2136.2,1872.7,2082.9,2199.5,2228.9,2280.9,2049.7,2165.2,2060.1,1563.5,2156.6,2026.2,2202.7,1939.4,1677.4,1638.5,1105.4,1676.4,1724.8,1884.8,1641.8,1802.4,1893.1,1419.2,1897,1868.3,1607.9,2122.9,1287.2,1935.5,1508.4,1711.1
AT2G44730,707.5,298.1,357.5,261.1,512.2,392.7,245.5,375.6,458.9,302.4,246.6,435.9,656.4,625.2,406.2,693.3,561.5,399.7,517.6,511.5,371.9,292.6,707.5,298.1,245.5,375.6,464.1,439.7,361,514.9,488.8,408.6,510,462.5,656.4,625.2,711.1,490.8,707.5,298.1,996.4,673.6,337.1,657.5,707.5,298.1,245.5,375.6,528.8,297.2,498.6,336.8,486.4,364.9,396.7,625,692.7,455.6,188,486.2,415.9,234.6,431.5,328.4,97.8,134.8,200.4,133.8,120.7,93.5,68.4,135.9,240.9,161.2,140,104.5,707.5,298.1,485.4,323.3,380.3,301.4,372.9,324.8,454.9,428,357.8,290.7,354.3,365.2,239.3,437.7,459.9,317,360.1,407.2,400.8,319.8,492.3,273,477.7,248,401.2,319.9,367.6,257.1,334.1,272.5,433.6,384.1,381.6,379.9,498.5,374.6,377.7,352.7,525.1,254.7,422.8,166.3,351,428.5,237.9,317.1,340.1,442.7,515.3,310.7,276.9,268.3,488.3,278,368.8,488.1,723.1,540.5,909.5,536.4,479.3,1025.6,543.2,1009.3,563,702.3,612.6,872.3,976.3,1163,1241.3,775.2,649.9,941.5,655.2,1047.6,720.4,873.7,1048.2,685.4,837.7,1169.3,800.8,773.9,991.7,822.3,596.4,823.4,815.1,842.1,760.8,733.5,695.4,647.4,608.9,689.7,874.2,944.6,742.8,892,1008.1,753.8,886.5,788.7,1130.3,597.9
AT2G47260,358.9,223.7,1289.4,1183.8,373,189.4,199.4,336.4,269.8,247.5,237.5,378.7,387.4,479.4,443.2,393,440.1,235.7,334.1,340.2,304,231.1,358.9,223.7,199.4,336.4,349.3,216.2,131.8,330,316.3,361.7,280.7,324.1,387.4,479.4,386.3,426.1,358.9,223.7,303.1,341.9,279.9,225.2,358.9,223.7,199.4,336.4,302.7,193,241.4,342.9,272,205.6,191.3,115.9,254,205,228.6,294.6,534.3,230.8,297.8,289.2,75.9,128.6,225.7,204.1,244.6,196.4,96.8,140.4,204.4,120,96.2,93.4,358.9,223.7,440.7,269.7,265.4,398,233.8,254.8,256.6,295.6,417.7,194.3,305.6,250,612.1,333.9,322.3,305.8,393.1,240.7,393.1,211.9,280.9,298.7,508.2,338,439,333.4,578.7,278.8,626.9,455.7,368.8,272.8,523,358.2,257.5,236,551,442.1,265.7,252.2,304.5,286,839,481.4,518.6,537.2,321.1,223.1,683.4,422.7,262.8,181.9,420.9,300.3,288.4,165.6,837.4,813.1,772.9,832.6,770.5,1333.2,717,1046.2,1166.4,894,810.7,706.1,570.5,761.6,778.4,612.2,444.1,370.7,246,411.6,461.5,735.7,435.4,515.7,320.4,480.5,306.4,397.8,280.3,399.9,314.3,351.1,233.5,419.7,185.1,374.9,413.2,379.3,279.7,381.7,304.8,414.7,300.2,433.4,223,531,522.9,533.4,303.4,401.2
AT3G10500,1546.8,1529.5,5803.1,4858.1,2110.9,1700.4,1298.5,1255,3815.7,4162.3,1283.4,1846.6,1453.7,1159.1,7524.8,6532.6,2883.5,2440.3,1346.7,1122.5,4439,3410.8,1546.8,1529.5,1298.5,1255,2056.3,1731.7,1137.9,1890.9,1423.7,1222.5,1121.9,1102.5,1453.7,1159.1,1717,1634.2,1546.8,1529.5,5085.9,3810,1887.2,1849.6,1546.8,1529.5,1298.5,1255,1621.2,1670.7,1111.6,1635.9,1459,1173.7,1403.2,1355.7,1904.6,1111,1386.3,1474.4,1981.4,1753.3,1734,1295.9,280.1,389.5,876.3,347.2,370.1,426.9,482.4,596.5,969.9,618,604.5,564,1546.8,1529.5,3908.8,1941.7,2601.5,2240.8,5945.4,4521.1,2003.8,1046.6,1101.6,924.6,1196.1,936.2,1252.6,796,954.3,906.8,1781.4,1134.6,732.9,846,741.2,826.7,818.2,760.8,1378.2,1035.9,1295.2,917.3,1201.8,1276.1,1304.4,870.4,2812.5,1940.3,894.2,703.7,961,924.2,1114.9,854.4,1120.4,1297,1043.8,1056.7,1351.6,848.2,760.6,632.9,2604,1759.9,1409.4,1210.4,990.3,791.3,922.9,939.3,3693.3,2962.4,3398.2,2920.7,2291.2,3168,2540.3,3381.1,3489,3169.6,3395.5,3010.3,1488.5,2118,1886.5,1902.9,1523.8,1387.7,1274.8,1252.9,1902.8,1685.6,1427,1677,1316.3,1368.4,1483.7,1814.9,1711.4,1867.1,1159.6,1490.4,1599.3,1478.9,1305.2,1613,1730.5,1447.6,1624.5,1852.3,1386.2,1751.7,1274.8,1811.5,1335.9,2049.8,1148.8,1674.9,1280.5,1777.8
